sep=;
regcode;sepa;name;name_before_quotes;name_in_quotes;name_after_quotes;without_quotes;regtype;regtype_text;type;type_text;registered;terminated;closed;address;index;addressid;region;city;atvk;reregistration_term
40003465197;LV17ZZZ40003465197;"Sabiedrība ar ierobežotu atbildību ""SMECERIS""";Sabiedrība ar ierobežotu atbildību;SMECERIS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1999-10-21;2019-09-30;L;Garkalnes nov., Suži, Kapteiņa iela 11;1024;104073213;100015516;0;0806000;
40103447380;LV97ZZZ40103447380;"SIA ""VN Capitals""";SIA;VN Capitals;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-08-15;2019-01-14;L;Rīga, Vecā Buļļu iela 27;1055;101823087;0;100003003;0010000;
45402011724;"";J.Platovas IK;J.Platovas IK;"";"";0;K;Komercreģistrs;IK;Individuālais komersants;2002-08-05;2008-07-18;L;Jēkabpils, Meža iela 8-6;5201;110352263;0;100003237;0560100;
40003512472;;"SIA ""BALTIC CHIP""";SIA;BALTIC CHIP;"";0;U;Uzņēmumu reģistra žurnāls;SIA;Sabiedrība ar ierobežotu atbildību;2000-10-05;2008-05-23;L;Ogres rajons, Lielvārde, Raiņa iela 9b-23;5070;110396304;0;100003501;0741413;
40103308005;;"Sabiedrība ar ierobežotu atbildību ""Compex""";Sabiedrība ar ierobežotu atbildību;Compex;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2010-07-20;2013-12-14;L;Rīga, Antonijas iela 7-1;1010;118704053;0;100003003;0010000;
40103541482;LV64ZZZ40103541482;"PS ""MMC BŪVE""";PS;MMC BŪVE;"";0;K;Komercreģistrs;PS;Pilnsabiedrība;2012-05-03;; ;Rīga, Maskavas iela 430;1063;101944044;0;100003003;0010000;
48502008198;LV15ZZZ48502008198;"IK ""ILZE STŪRE""";IK;ILZE STŪRE;"";0;K;Komercreģistrs;IK;Individuālais komersants;2004-07-13;; ;Dobeles nov., Dobele, Uzvaras iela 10B - 17;3701;110689394;100015813;100003198;0460100;
40203077994;LV23ZZZ40203077994;SIA Reliable Partner;SIA;Reliable Partner;"";1;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2017-06-28;; ;Rīga, Ilūkstes iela 4 - 15;1082;112657244;0;100003003;0010000;
42103096304;LV25ZZZ42103096304;"Sabiedrība ar ierobežotu atbildību ""Sun Light 248-40""";Sabiedrība ar ierobežotu atbildību;Sun Light 248-40;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2019-07-08;; ;Auces nov., Auce, Miera iela 7 - 4;3708;115553601;100015717;100003204;0460805;
40002154460;LV48ZZZ40002154460;"IK ""JULIJ""";IK;JULIJ;"";0;K;Komercreģistrs;IK;Individuālais komersants;2010-04-16;2016-06-14;L;Rīga, Dzirciema iela 67 - 21;1055;111655487;0;100003003;0010000;
40103323004;LV12ZZZ40103323004;"Sabiedrība ar ierobežotu atbildību ""Europress""";Sabiedrība ar ierobežotu atbildību;Europress;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2010-09-16;2017-04-27;L;Rīga, Lāčplēša iela 41A;1011;104982890;0;100003003;0010000;
40003930683;LV88ZZZ40003930683;"Sabiedrība ar ierobežotu atbildību ""MIKROLAT""";Sabiedrība ar ierobežotu atbildību;MIKROLAT;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2007-06-12;2017-04-27;L;Rīga, Carnikavas iela 3C;1034;105105008;0;100003003;0010000;
40103445089;LV68ZZZ40103445089;"Sabiedrība ar ierobežotu atbildību ""hop.lv""";Sabiedrība ar ierobežotu atbildību;hop.lv;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-08-08;; ;Ķekavas nov., Ķekavas pag., Vimbukrogs, Dīķu iela 8;2123;104907314;100015950;0;0800870;
40103465992;LV33ZZZ40103465992;"Sabiedrība ar ierobežotu atbildību ""ITK GRUPA""";Sabiedrība ar ierobežotu atbildību;ITK GRUPA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-10-04;2018-05-09;L;Limbažu nov., Limbaži, Ganību iela 1 - 2;4001;110051561;100015975;100003358;0660201;
40103448511;LV18ZZZ40103448511;"Sabiedrība ar ierobežotu atbildību ""Elfa Baltic""";Sabiedrība ar ierobežotu atbildību;Elfa Baltic;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-08-17;2019-01-14;L;Rīga, Dzirciema iela 35 - 60;1083;111428734;0;100003003;0010000;
40103895543;LV58ZZZ40103895543;"SIA ""RS & CO""";SIA;RS & CO;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2015-05-05;2019-01-14;L;Rīga, Ludzas iela 40 - 4;1003;112929567;0;100003003;0010000;
40003989931;;"Sabiedrība ar ierobežotu atbildību ""MOZIS""";Sabiedrība ar ierobežotu atbildību;MOZIS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2008-02-04;2012-10-23;L;Ventspils, Lielais prospekts 39-16;3601;115166902;0;100003060;0270000;
40002184126;LV92ZZZ40002184126;VITALIILOLUKASEVYCH IK;"";VITALIILOLUKASEVYCH;IK;1;K;Komercreģistrs;IK;Individuālais komersants;2019-01-09;; ;Iecavas nov., Iecava, Cēsnieku iela 37;3913;101601537;100015411;0;0406400;
40103465649;LV79ZZZ40103465649;"SIA ""VN Space""";SIA;VN Space;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-10-03;2019-01-14;L;Rīga, Vecā Buļļu iela 27;1055;101823087;0;100003003;0010000;
50103529481;LV49ZZZ50103529481;"SIA ""NST""";SIA;NST;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2012-03-30;2017-04-12;L;Rīga, Nīcgales iela 46 k-1 - 42;1035;112307426;0;100003003;0010000;
40008083477;LV54ZZZ40008083477;"""BUDO-SADRAUDZĪBA""";"";BUDO-SADRAUDZĪBA;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2004-07-16;; ;Rīga, Kurzemes prospekts 164 - 39;1029;113018043;0;100003003;0010000;
40103769516;LV27ZZZ40103769516;SIA Con & Sol;SIA;Con & Sol;"";1;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2014-03-14;2015-12-03;L;Rīga, Siguldas prospekts 19A;1014;103000708;0;100003003;0010000;
40003794659;LV25ZZZ40003794659;"SIA ""ENTREE""";SIA;ENTREE;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2006-01-10;; ;Rīga, Miera iela 29 - 3;1001;112600113;0;100003003;0010000;
40008087286;;"""MĀJA 4""";"";MĀJA 4;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2004-12-22;2013-12-14;L;Rīga, Jēkabpils iela 4-25;1003;111234707;0;100003003;0010000;
40103749755;LV74ZZZ40103749755;"Sabiedrība ar ierobežotu atbildību ""Aģentūra KPP""";Sabiedrība ar ierobežotu atbildību;Aģentūra KPP;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2014-01-20;2017-04-12;L;Rīga, Krišjāņa Valdemāra iela 20 - 12;1010;118370663;0;100003003;0010000;
40003794678;LV94ZZZ40003794678;"Sabiedrība ar ierobežotu atbildību ""Ariota""";Sabiedrība ar ierobežotu atbildību;Ariota;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2006-01-10;; ;Rīga, Rudens iela 9 - 29;1082;113297912;0;100003003;0010000;
40002166262;LV39ZZZ40002166262;"IK ""SV VV""";IK;SV VV;"";0;K;Komercreģistrs;IK;Individuālais komersants;2012-11-20;2016-06-14;L;Rīga, Kūdras iela 6 - 1;1083;113034837;0;100003003;0010000;
40002132675;LV35ZZZ40002132675;"""Ozolzīles plus"" IK";"";Ozolzīles plus;IK;0;K;Komercreģistrs;IK;Individuālais komersants;2008-01-10;2014-10-06;L;Rīga, Nometņu iela 64;1002;101124995;0;100003003;0010000;
40003727338;LV09ZZZ40003727338;"SIA ""IN VERSO""";SIA;IN VERSO;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2005-02-10;2017-05-17;L;Rīga, Skolas iela 30 - 21;1010;113864315;0;100003003;0010000;
40002069287;LV43ZZZ40002069287;"IK ""TANITA""";IK;TANITA;"";0;K;Komercreģistrs;IK;Individuālais komersants;1997-12-04;; ;Rīga, Gramzdas iela 17 - 56;1029;113931421;0;100003003;0010000;
46603002260;LV84ZZZ46603002260;"Lauksaimniecības pakalpojumu kooperatīvā sabiedrība ""MIERIŅI""";Lauksaimniecības pakalpojumu kooperatīvā sabiedrība;MIERIŅI;"";0;U;Uzņēmumu reģistra žurnāls;KB;Kooperatīvā sabiedrība;1993-04-07;; ;"Alojas nov., Staiceles pag., ""Mieriņi""";4043;104114778;100015678;0;0661837;
40008083551;LV93ZZZ40008083551;"FONDS ""Sakaru pasaule""";FONDS;Sakaru pasaule;"";0;B;Biedrību un nodibinājumu reģistrs;NOD;Nodibinājums;2004-07-20;; ;Rīga, Meža iela 4A;1048;101950642;0;100003003;0010000;
43603053700;LV88ZZZ43603053700;"SIA ""SIMS.O""";SIA;SIMS.O;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2012-05-24;2015-12-03;L;Jelgava, Kalnciema ceļš 120;3002;101766102;0;100003028;0090000;
40103740898;LV11ZZZ40103740898;"Sabiedrība ar ierobežotu atbildību ""TADA""";Sabiedrība ar ierobežotu atbildību;TADA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2013-12-12;; ;Rīga, Brīvības iela 141 - 13;1012;111851533;0;100003003;0010000;
40002043199;LV05ZZZ40002043199;"M.Strautmaņa individuālais daudznozaru uzņēmums ""MĀRIS""";M.Strautmaņa individuālais daudznozaru uzņēmums;MĀRIS;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1995-12-29;; ;Rīga, Dzirnavu iela 17 - 3;1010;111536138;0;100003003;0010000;
40103932784;LV53ZZZ40103932784;"""vApe-R"" SIA";"";vApe-R;SIA;0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2015-09-23;2019-09-20;L;Rīga, Baltā iela 1B;1055;105807560;0;100003003;0010000;
46102001302;LV75ZZZ46102001302;"Individuālais uzņēmums BEHMANIS-BERGMANIS ""JUPĪTERS""";Individuālais uzņēmums BEHMANIS-BERGMANIS;JUPĪTERS;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1994-03-23;2017-05-17;L;Skrundas nov., Skrunda, Lielā iela 10;3326;101480977;100016220;100003294;0621009;
44102007805;LV57ZZZ44102007805;"Z.Trauberga individuālais uzņēmums ""ZET""";Z.Trauberga individuālais uzņēmums;ZET;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1994-04-25;2017-05-17;L;Priekuļu nov., Priekuļu pag., Priekuļi, Selekcijas iela 18 - 17;4126;115642122;100016124;0;0427200;
44103118489;LV12ZZZ44103118489;"Sabiedrība ar ierobežotu atbildību ""MZAB""";Sabiedrība ar ierobežotu atbildību;MZAB;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2018-09-04;; ;Rīga, Mazā Krasta iela 39 - 26;1003;112392031;0;100003003;0010000;
40008015095;LV70ZZZ40008015095;"Biedrība ""Mednieku kolektīvs ""Vāverītes""""";Biedrība;"Mednieku kolektīvs ""Vāverītes""";"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;1996-06-26;; ;Salacgrīvas nov., Ainaži, Brīvības iela 10;4035;101436548;100016181;100003366;0660605;
47101012365;LV42ZZZ47101012365;"Sarkaņu pagasta I.Jansona zemnieku saimniecība ""VIDUS-MAČKRIEVIŅI""";Sarkaņu pagasta I.Jansona zemnieku saimniecība;VIDUS-MAČKRIEVIŅI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1993-07-12;2017-06-29;L;"Madonas nov., Sarkaņu pag., ""Vidus-Mačkrieviņi""";4870;100012945;100016003;0;0709000;
49501005418;LV02ZZZ49501005418;"Raunas pagasta zemnieku saimniecība ""BĒNIŅI""";Raunas pagasta zemnieku saimniecība;BĒNIŅI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1992-03-05;2015-02-12;L;"Raunas nov., Raunas pag., ""Bēniņi""";4131;104307393;100015637;0;0427776;
41502031472;"";"IK ""ELRICON""";IK;ELRICON;"";0;K;Komercreģistrs;IK;Individuālais komersants;2010-02-18;2012-03-26;L;Daugavpils, Imantas iela 23A-9;5401;116494266;0;100003011;0050000;
40203069959;LV76ZZZ40203069959;"SIA ""Džesa""";SIA;Džesa;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2017-05-17;; ;Jūrmala, Dārzu iela 71 - 1;2008;110546395;0;100003036;0130000;
40203032015;LV50ZZZ40203032015;"Sabiedrība ar ierobežotu atbildību ""Aper""";Sabiedrība ar ierobežotu atbildību;Aper;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2016-11-14;2019-09-20;L;Rīga, Tērbatas iela 93/95 - 4;1001;113753424;0;100003003;0010000;
40103659907;;"Sabiedrība ar ierobežotu atbildību ""Grancos""";Sabiedrība ar ierobežotu atbildību;Grancos;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2013-04-15;2013-12-12;L;Rīga, Miglas iela 19-5;1016;112812858;0;100003003;0010000;
40103371112;;"""FINAL FARMS"" SIA";"";FINAL FARMS;SIA;0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-01-24;2013-12-14;L;Rīga, Lāčplēša iela 37;1011;101111800;0;100003003;0010000;
40002105003;LV85ZZZ40002105003;"Individuālais komersants ""Vimiks""";Individuālais komersants;Vimiks;"";0;K;Komercreģistrs;IK;Individuālais komersants;2004-07-23;; ;Rīga, Meldru iela 10 - 79;1015;112171532;0;100003003;0010000;
43603024966;LV03ZZZ43603024966;"Sabiedrība ar ierobežotu atbildību ""MCB BŪVE""";Sabiedrība ar ierobežotu atbildību;MCB BŪVE;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2005-10-31;; ;Jelgava, Savienības iela 4A;3001;101153856;0;100003028;0090000;
44103054050;LV73ZZZ44103054050;"Sabiedrība ar ierobežotu atbildību ""BUROVS & CO""";Sabiedrība ar ierobežotu atbildību;BUROVS & CO;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2008-11-25;2017-04-12;L;Valkas nov., Valka, Blaumaņa iela 2A - 3;4701;118050845;100016286;100003696;0940100;
40103449697;LV06ZZZ40103449697;"SIA ""YUKOSFILM""";SIA;YUKOSFILM;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-08-22;; ;Rīga, Jāņa iela 3 - 8;1050;111164580;0;100003003;0010000;
40103191969;LV76ZZZ40103191969;Seval Group Investments, SIA;"";Seval Group Investments,;SIA;1;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2008-09-19;2017-07-28;L;Rīga, Brīvības gatve 214M - 2;1039;117995636;0;100003003;0010000;
40103790460;LV49ZZZ40103790460;"Sabiedrība ar ierobežotu atbildību ""Kagero""";Sabiedrība ar ierobežotu atbildību;Kagero;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2014-05-20;2017-07-28;L;Rīga, Katrīnas dambis 22 - 33;1045;119005321;0;100003003;0010000;
40008264590;LV64ZZZ40008264590;"""Dzīvokļu īpašnieku biedrība Grestes12""";"";Dzīvokļu īpašnieku biedrība Grestes12;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2017-05-17;; ;Rīga, Jāņa Grestes iela 12 - 116;1021;112336006;0;100003003;0010000;
40008187639;LV98ZZZ40008187639;"Dzīvokļu īpašnieku biedrība ""Gatve 53""";Dzīvokļu īpašnieku biedrība;Gatve 53;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2011-12-27;; ;Rīga, Progresa iela 2A - 45;1067;113097818;0;100003003;0010000;
40003926298;LV46ZZZ40003926298;"SIA ""Sevra""";SIA;Sevra;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2007-05-25;2017-05-17;L;Rīga, Auces iela 1 - 4;1048;111945297;0;100003003;0010000;
40203126861;LV08ZZZ40203126861;SIA Lighthouse Marine Group Ltd.;SIA;Lighthouse Marine Group Ltd.;"";1;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2018-02-26;; ;Rīga, Dzelzavas iela 13 - 16;1084;111697284;0;100003003;0010000;
41202018051;;"IK ""Cets""";IK;Cets;"";0;K;Komercreģistrs;IK;Individuālais komersants;2003-01-14;2007-04-05;L;Talsi, Rīgas iela 5-13;3200;114884984;0;100003630;0880100;
45402010451;LV94ZZZ45402010451;"Aizkraukles A.Matjušenko individuālais uzņēmums ""RIMENS""";Aizkraukles A.Matjušenko individuālais uzņēmums;RIMENS;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1999-08-06;; ;Aizkraukles nov., Aizkraukle, Jaunceltnes iela 27 - 20;5101;115359077;100015307;100003077;0320201;
43601004838;LV68ZZZ43601004838;"Jona Kelerta zemnieku saimniecība ""ROBEŽAS""";Jona Kelerta zemnieku saimniecība;ROBEŽAS;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1991-12-11;2015-12-03;L;"Bauskas nov., Codes pag., ""Robežas""";"";100010572;100015758;0;0405200;
40008056074;LV19ZZZ40008056074;"Latvijas ""LASER"" klases asociācija";"Latvijas ""LASER"" klases asociācija";"";"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2000-12-11;; ;Rīga, Bākas iela 19 - 30;1030;112012664;0;100003003;0010000;
40003844470;LV33ZZZ40003844470;"Sabiedrība ar ierobežotu atbildību ""Explorer""";Sabiedrība ar ierobežotu atbildību;Explorer;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2006-07-28;2017-04-27;L;Rīga, Citadeles iela 2;1010;101824097;0;100003003;0010000;
40003716175;LV31ZZZ40003716175;"SIA ""Grey Riga""";SIA;Grey Riga;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2004-12-14;2017-04-27;L;Rīga, Pulkveža Brieža iela 15;1010;101971875;0;100003003;0010000;
40103357000;LV31ZZZ40103357000;"SIA ""Meta Serviss""";SIA;Meta Serviss;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2010-12-15;2017-04-27;L;Rīga, Ķīšezera iela 17 - 1;1026;112146871;0;100003003;0010000;
40103779853;LV94ZZZ40103779853;"Sabiedrība ar ierobežotu atbildību ""WZ Soft""";Sabiedrība ar ierobežotu atbildību;WZ Soft;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2014-04-14;2018-12-27;L;Rīga, Brīvības gatve 221 - 1;1039;117734082;0;100003003;0010000;
40003500986;;"Sabiedrība ar ierobežotu atbildību ""J.Kalniņa veterinārais doktorāts""";Sabiedrība ar ierobežotu atbildību;J.Kalniņa veterinārais doktorāts;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2000-07-06;2013-12-14;L;Rīga, Skaistkalnes iela 2;1004;102636621;0;100003003;0010000;
40103217524;LV52ZZZ40103217524;"SIA ""Royal Pine""";SIA;Royal Pine;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2009-03-02;2017-05-17;L;Rīga, Miera iela 58 - 3;1013;112817248;0;100003003;0010000;
40003551662;;"SIA ""FOOD""";SIA;FOOD;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2001-06-26;2013-12-14;L;Rīga, 13. janvāra iela 33;1050;101108394;0;100003003;0010000;
40103695946;LV51ZZZ40103695946;"SIA ""Jūrmalas muiža""";SIA;Jūrmalas muiža;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2013-07-31;2018-12-27;L;Rīga, Brīvības gatve 241 - 5;1006;111818744;0;100003003;0010000;
40103740258;LV25ZZZ40103740258;"SIA ""Lumen""";SIA;Lumen;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2013-12-11;; ;Rīga, Slokas iela 132 - 9;1069;113849175;0;100003003;0010000;
41501006783;LV76ZZZ41501006783;"Vaboles pagasta zemnieku saimniecība ""Jaunava""";Vaboles pagasta zemnieku saimniecība;Jaunava;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1992-10-23;; ;Daugavpils nov., Vaboles pag., Lielie Vaideri;5477;100123418;100015805;0;0449400;
40103972965;LV14ZZZ40103972965;SIA LeoLux;SIA;LeoLux;"";1;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2016-02-29;2017-05-17;L;Rīga, Slokas iela 132 - 1;1069;113850200;0;100003003;0010000;
40103955024;LV03ZZZ40103955024;"SIA ""WDI GROUP""";SIA;WDI GROUP;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2015-12-16;2017-05-17;L;"Salaspils nov., Salaspils pag., Saulkalne, ""Saulkalne 28"" - 12";2117;117787815;100015485;0;0801231;
40103326049;;"Sabiedrība ar ierobežotu atbildību ""Ingunas Koknēvičas Konsultācijas""";Sabiedrība ar ierobežotu atbildību;Ingunas Koknēvičas Konsultācijas;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2010-09-27;2013-12-12;L;Rīga, Caunes iela 8-1;1006;118355642;0;100003003;0010000;
40008221727;LV58ZZZ40008221727;"""SAULES REPUBLIKA""";"";SAULES REPUBLIKA;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2014-03-10;; ;Saulkrastu nov., Saulkrasti, Ainažu iela 23 k-4 - 3;2160;118749032;100015620;100003583;0801413;
40103338616;LV50ZZZ40103338616;"Sabiedrība ar ierobežotu atbildību ""SILVER FORTUNA""";Sabiedrība ar ierobežotu atbildību;SILVER FORTUNA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2010-10-28;2015-02-12;L;Rīga, Skudru iela 39 k-3 -75;1073;113861785;0;100003003;0010000;
40103327241;LV73ZZZ40103327241;"SIA ""MAKMETAL""";SIA;MAKMETAL;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2010-09-29;2015-06-05;L;Garkalnes nov., Sunīši, Gaigalu iela 26;2137;104107387;100015516;0;0806000;
50003653401;LV83ZZZ50003653401;"SIA ""PIRMĀ FINANSU GRUPA""";SIA;PIRMĀ FINANSU GRUPA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2003-11-14;2018-12-27;L;Rīga, Tomsona iela 30 - 68;1013;117724377;0;100003003;0010000;
40103957595;LV38ZZZ40103957595;"Sabiedrība ar ierobežotu atbildību ""IAAI consulting""";Sabiedrība ar ierobežotu atbildību;IAAI consulting;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2015-12-28;; ;Rīga, Tallinas iela 13;1001;101134764;0;100003003;0010000;
46803002386;LV68ZZZ46803002386;"Sabiedrība ar ierobežotu atbildību ""LAUKU APGĀDE""";Sabiedrība ar ierobežotu atbildību;LAUKU APGĀDE;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1993-08-20;; ;Ludzas nov., Ludza, Dzelzceļa iela 5;5701;102179691;100015991;100003405;0680100;
41203039169;LV71ZZZ41203039169;"Sabiedrība ar ierobežotu atbildību ""Light Service""";Sabiedrība ar ierobežotu atbildību;Light Service;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-01-04;; ;Ventspils, Saules iela 58 - 37;3601;115155385;0;100003060;0270000;
40003653490;LV70ZZZ40003653490;"Sabiedrība ar ierobežotu atbildību ""BŪVE ABC""";Sabiedrība ar ierobežotu atbildību;BŪVE ABC;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2003-11-14;2018-12-27;L;Rīga, Tadaiķu iela 8/1-603;1004;102002812;0;100003003;0010000;
44103038588;LV59ZZZ44103038588;"Sabiedrība ar ierobežotu atbildību ""KAMIKADZE""";Sabiedrība ar ierobežotu atbildību;KAMIKADZE;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2006-01-18;2017-05-17;L;Smiltenes nov., Smiltene, Dārza iela 9 - 419;4729;114864712;100016237;100003710;0941500;
40003004080;LV32ZZZ40003004080;"Sabiedrība ar ierobežotu atbildību ""Parom""";Sabiedrība ar ierobežotu atbildību;Parom;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1991-05-20;2017-05-17;L;Rīga, Ūnijas iela 11A;1039;102617618;0;100003003;0010000;
40003010778;LV91ZZZ40003010778;"Sabiedrība ar ierobežotu atbildību ""SWELAT""";Sabiedrība ar ierobežotu atbildību;SWELAT;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1991-07-04;2017-05-17;L;Rīga, Elizabetes iela 51-14;1010;111567638;0;100003003;0010000;
40003014214;LV51ZZZ40003014214;"Sabiedrība ar ierobežotu atbildību ""PILS LTD""";Sabiedrība ar ierobežotu atbildību;PILS LTD;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1991-08-06;2017-05-17;L;Ropažu nov., Ropaži, Zaļā iela 8 - 6;2135;114902531;100015444;0;0808400;
50203189021;LV17ZZZ50203189021;"SIA ""LUUVART""";SIA;LUUVART;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2019-01-09;; ;Rīga, Rostokas iela 56 - 5;1029;113954006;0;100003003;0010000;
40003014996;LV83ZZZ40003014996;"Sabiedrība ar ierobežotu atbildību ""DELTA ENERGY""";Sabiedrība ar ierobežotu atbildību;DELTA ENERGY;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1991-07-10;2017-05-17;L;"Madonas nov., Ošupes pag., ""Vīksniņas""";4826;104462391;100016003;0;0700282;
40103297229;;"Sabiedrība ar ierobežotu atbildību ""A.I.R. rest""";Sabiedrība ar ierobežotu atbildību;A.I.R. rest;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2010-06-03;2013-12-12;L;Mārupes nov., Mārupe, Daugavas iela 1/1A;2167;105940340;100016028;0;0807600;
44102010311;LV04ZZZ44102010311;I.Kalniņas individuālais uzņēmums;I.Kalniņas individuālais uzņēmums;"";"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1994-09-27;2015-09-14;L;Līgatnes nov., Līgatnes pag., Augšlīgatne, Ziedu iela 2A;4108;102301945;100015967;0;0426200;
44101006249;LV21ZZZ44101006249;"Valmieras rajona Kocēnu pagasta zemnieku saimniecība ""BRĒMELES""";Valmieras rajona Kocēnu pagasta zemnieku saimniecība;BRĒMELES;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1992-07-01;2015-09-14;L;"Kocēnu nov., Kocēnu pag., ""Brēmeles""";4220;100014530;100016294;0;0966400;
